logp,category,role,tag,template,context_tag,context,id
-30.874856578228748,electronics,buyer,unknown,"okay sounds great, i'll be by your house tonight:)",offer,<offer>,9901
-3.568819410226794,electronics,buyer,accept,<accept>,offer,<offer>,9902
-15.319786476658198,electronics,buyer,intro,hi i am interested in your {title},<start>,<start>,9903
-63.38753730470055,electronics,seller,init-price,it's a great {title} just don't need it now. i really wanted {listing_price} for it. great deal for 42'',intro,hi i am interested in your {title},9904
-26.290683014585007,electronics,buyer,inquiry,is it a {title}? what brand is it?,init-price,it's a great {title} just don't need it now. i really wanted {listing_price} for it. great deal for 42'',9905
-31.26786659311194,electronics,buyer,counter-price,ok great would you take {price} for it if i come pick it up,inform,{title} and yes {title},9906
-42.29240097676877,electronics,seller,disagree,not really what i wanted for it ... but yeah sure.,counter-price,ok great would you take {price} for it if i come pick it up,9907
-7.486171944650019,electronics,buyer,unknown,great,disagree,not really what i wanted for it ... but yeah sure.,9908
-3.443879347940896,electronics,seller,offer,<offer>,unknown,great,9909
-3.568819410226794,electronics,buyer,accept,<accept>,offer,<offer>,9910
-39.30822338211738,housing,seller,intro,"hello, i have a lot of people interested in this unit",<start>,<start>,9911
-27.583090584544166,housing,buyer,init-price,"if i pay for utilities myself( garbage, water, gas, electric) will you accept {price}?",intro,"hello, i have a lot of people interested in this unit",9912
-55.67687569896418,housing,seller,counter-price,that's actually a very small part of the rent but i would accept {price},init-price,"if i pay for utilities myself( garbage, water, gas, electric) will you accept {price}?",9913
-44.82249037616059,housing,buyer,counter-price,"how about i pay for utilities and enter a {title} year agreement, rather than a month-to-month contract for {price}?",counter-price,that's actually a very small part of the rent but i would accept {price},9914
-20.409255673716487,housing,seller,agree,that is acceptable. i'll take {partner_price},counter-price,"how about i pay for utilities and enter a {title} year agreement, rather than a month-to-month contract for {price}?",9915
-3.443879347940896,housing,buyer,offer,<offer>,agree,that is acceptable. i'll take {my_price},9916
-3.568819410226794,housing,seller,accept,<accept>,offer,<offer>,9917
-29.534746998816324,housing,buyer,intro,hi! i am interested in the apartment. does any utilities come included,<start>,<start>,9918
-44.11137478742569,housing,seller,disagree,"nope. utilities are not included, but it's close to school and shops.",intro,hi! i am interested in the apartment. does any utilities come included,9919
-52.637919986803446,housing,buyer,init-price,i am a student on a budget. i would like to offer {price} for this studio since utilities are not included.,disagree,"nope. utilities are not included, but it's close to school and shops.",9920
-50.21462183844972,housing,buyer,agree,i could probably swing that since i will be able to walk. i accept your {partner_price} offer,counter-price,"not many apartments will include utilities. what you want is a room ina {title} not a whole apartment. and i can't go that low, maybe i can knock off {price} and do {price} a month",9921
-3.443879347940896,housing,buyer,offer,<offer>,counter-price,"not many apartments will include utilities. what you want is a room ina {title} not a whole apartment. and i can't go that low, maybe i can knock off {price} and do {price} a month",9922
-3.568819410226794,housing,seller,accept,<accept>,offer,<offer>,9923
-15.295474247032939,car,seller,intro,good evening,<start>,<start>,9924
-51.88194772057436,car,buyer,unknown,"hi! i would love to own your {title}. could we talk about the price, though?",intro,good evening,9925
-35.772773776002126,car,seller,inquiry,sure is there something wrong with my offer?,unknown,"hi! i would love to own your {title}. could we talk about the price, though?",9926
-53.01859055997657,car,buyer,inquiry,i'm a college student on a budget and it woud be awesome to finally get a dependable automobile. why are you selling?,inquiry,sure is there something wrong with my offer?,9927
-38.56602843030249,car,seller,disagree,it's a second vehicle that i really didn't need anymore.,inquiry,i'm a college student on a budget and it woud be awesome to finally get a dependable automobile. why are you selling?,9928
-52.85638384692468,car,buyer,init-price,"2 cars? wow! well, i am on a strict budget, but i could give you {price} cash for it.",disagree,it's a second vehicle that i really didn't need anymore.,9929
-91.31675561429206,car,seller,counter-price,hmm that's a bit more of a cut then i was thinking. how about the {partner_price} and a promissory for another {price} over the next six months?,init-price,"2 cars? wow! well, i am on a strict budget, but i could give you {price} cash for it.",9930
-30.689986226359963,car,buyer,unknown,you would do that for me?! that's amazing! sure!,counter-price,hmm that's a bit more of a cut then i was thinking. how about the {my_price} and a promissory for another {price} over the next six months?,9931
-10.699771247530599,car,seller,unknown,okay then,unknown,you would do that for me?! that's amazing! sure!,9932
-3.443879347940896,car,seller,offer,<offer>,unknown,you would do that for me?! that's amazing! sure!,9933
-3.568819410226794,car,buyer,accept,<accept>,offer,<offer>,9934
-8.560982568495296,housing,buyer,intro,hi there.,<start>,<start>,9935
-42.80415481127575,housing,seller,init-price,hello. how do you like the place. it's a steal at {price},intro,hi there.,9936
-71.32305745864541,housing,buyer,inquiry,wow. that is way outside of my budget. maybe we can work something out. could you tell me a bit more about the house?,init-price,hello. how do you like the place. it's a steal at {price},9937
-98.49290714363907,housing,seller,disagree,"well, it's a newer {title} that has only had one owner. the previous owners built it with kids in mind but never had any. everything is new or like new and they weren't smokers",inquiry,wow. that is way outside of my budget. maybe we can work something out. could you tell me a bit more about the house?,9938
-62.18524928217421,housing,buyer,counter-price,sounds really nice. i'm looking for more of the {price} price range though. i can pay in cash.,disagree,"well, it's a newer {title} that has only had one owner. the previous owners built it with kids in mind but never had any. everything is new or like new and they weren't smokers",9939
-97.1618989632803,housing,seller,counter-price,i can knock a couple of hundred off but this place is huge and has 3 bath rooms. i'll even let you sublet to make the rent if you take it for {price},counter-price,sounds really nice. i'm looking for more of the {price} price range though. i can pay in cash.,9940
-38.924747046619515,housing,buyer,counter-price,i can move in next week if you will take {price}.,counter-price,i can knock a couple of hundred off but this place is huge and has 3 bath rooms. i'll even let you sublet to make the rent if you take it for {price},9941
-19.273287221601176,housing,seller,unknown,ok. i'll accept that.,counter-price,i can move in next week if you will take {price}.,9942
-3.443879347940896,housing,buyer,offer,<offer>,unknown,ok. i'll accept that.,9943
-3.443879347940896,housing,seller,offer,<offer>,offer,<offer>,9944
-3.568819410226794,housing,buyer,accept,<accept>,offer,<offer>,9945
-3.568819410226794,housing,seller,accept,<accept>,accept,<accept>,9946
-36.87138493404425,phone,buyer,intro,"hi, do you still have all of the colors available?",<start>,<start>,9947
-19.232266328361046,phone,seller,unknown,"yes: available in {title}, jet black, matte black, and gold.",intro,"hi, do you still have all of the colors available?",9948
-54.265979716023494,phone,buyer,inquiry,"great. also, i've never had experience with an {title} phone. are you sure it'll work with my provider?",unknown,"yes: available in {title}, jet black, matte black, and gold.",9949
-43.53011819440689,phone,seller,inform,absolutely. if you need any assistance i can help you.,inquiry,"great. also, i've never had experience with an {title} phone. are you sure it'll work with my provider?",9950
