,text,meta_text
14184,nope . i don't own any pets or smoke . it's coming from a very clean home .,inform
14185, i'm looking for $30 for it . ,init-price
14186,"i was thinking $27 , what do you think ? ",counter-price
14187,okay . that sounds good but only if you help me lift it since i will be delivering . ,agree
14188,"ok , sounds good . what time you coming by with it ? ",inquire
14189,noon is good for me . have lemonade ,inform
14190,thanks . you than . ,thanks
14191,<end>,<end>
14192,"hello there , interested ? ",intro
14193,i am but the price is a little too high ,vague-price
14194,$380 is very reasonable for the market value . ,init-price
14195,is the item new or used ? ,inquire
14196,they are brand new in box still . ,inform
14197,i'm really interested in paying 190 ,counter-price
14198,"that is really far too low , these are top of the line binoculars . they are the most advanced out today . ",vague-price
14199,are there any extras you could throw in if i paid the full price ? ,inquire
14200,i could offer free shipping and a 5 year warranty . ,inform
14201,that would help alot but i'm still debating how much i want to pay for it . i would be willing to go 250 ,counter-price
14202,i think the lowest i cou0dl do is 350 . ,counter-price
14203,i would be willing to go for three hundred with the warranty and the free shipping ,counter-price
14204,sorry typo there could do . like i said 350 is really the lowest i can do without taking a big loss myself . ,insist
14205,how about 325 with free shipping and the warranty ,counter-price
14206,"sorry 350 is my lowest , i am firm on that . take it or leave it . ",insist
14207,"i will pay 350 with the warranty , free shipping and insurance on the item . ",agree
14208,okay deal . ,agree
14209,<end>,<end>
14210,hi . i am interested in your diamond back bike . ,intro
14211,"it's a great bike that i enjoyed riding , but i want to sell it since i haven't been able to use it much . will you pay the asking price ? ",intro
14212,that's a little high for me . ,vague-price
14213,would you take $1200 ? ,init-price
14214,how about $1600 ? ,counter-price
14215,how about $1300 and i will pick the bike up ? i would have to buy a bike rack . ,counter-price
14216,$1400 and i will throw in my bike rack ,counter-price
14217,is the bike rack in good condition ? ,inquire
14218,"yes , i tried to it on the car but i didn't like it so i purchased a different kind . it works just fine , like new . ",inform
14219,"ok , sounds good to me - $1400 for the bike and the bike rack . ",agree
14220,<end>,<end>
14221,hi i am interested in your ported sub box can you tell me more about it ? ,intro
14222,yes ! it is a great sub box that i had custom made - and it will fit in pretty much any vehicle ,intro
14223,it looks well made i would offer $40 for it ,init-price
14224,i listed it for $50 but i would be willing to compromise at $45 - and i will offer to bring it to where you are and help install it in your vehicle ,counter-price
14225,that would great i will buy it for $45 ,agree
14226,"awesome , i think you will like the sound that you hear out of this sub box ",agree
14227,<end>,<end>
14228,"hello , i am interested in your mattress ",intro
14229,"hi . great , i still have it . i'm asking $225 for it . ",init-price
14230,how many scratches does the bed have ? ,inquire
14231,"i think $225 is a little high for a used bed/mattress only in ""good"" condition ",vague-price
14232,there are only a few . it still looks pretty good . ,inform
14233,would you take $150 ? the mattress has been used for many years and i'm not sure i'm comfortable paying so much for furniture that has been used tht much ,counter-price
14234,how about $200 and it's yours . ,counter-price
14235,will you deliver it too ? ,inquire
14236,"for $200 , i can get my buddy to drive it over in his truck . are you local ? ",inform
14237,yes i am . deal ! ,agree
14238,<end>,<end>
14239,hey there are you lookin g to buy the trunk i have ? ,intro
14240,hi ,intro
14241,"its a vintage trunk from back in the 70 , very rare . im asking for 250 , can you pay that much or can we negotiate a reasonable price ? ",init-price
14242,i can not pay that much ,vague-price
14243,"how much can you pay ? my final lowest price is $200 , as i got the item for $190 and i need to make some profit . ",counter-price
14244,<end>,<end>
14245,"hey there , you're interested in the ford focus ? ",intro
14246,hello yes i am interested . ,intro
14247,what condition is the car in and what is the mileage ? ,inquire
14248,"it's lightly used , drives like new , my wife wants to get rid of her car because we're moving . all the maintenance is recent also ",inform
14249,okay i see . so how many miles the car has on it ? has it been in any accidents ? ,inquire
14250,"nah , no accidents , she's a pretty good driver :) . about 148 , 000 and change , i couldn't justify charging you too much because of the pretty significant mileage . what's your budget ? ",inform
14251,yea that's pretty high mileage for a ford ! i can do about $2200 how does that sound ? ,init-price
14252,"ah , that's way too low . can you bring it up closer to 2800 ? we just had a kid , which is why we're moving ",counter-price
14253,"okay well since i really need a car right now i can do $2450 , if you really need the money and need to sell it before you move i don't think you'll get a better offer . ",counter-price
14254,<end>,<end>
14255,are you willing to take $1295 ? ,init-price
14256,"i would like to stay around $1500 if possible , because water and garbage is included and i recently updated appliances ",counter-price
14257,are sewer and garbage paid by tenant ? ,inquire
14258,they are included with the rent ,inform
14259,what about internet ? ,inquire
14260,internet is an addition $30 charge . ,inform
14261,not bad . i can definitely do $1500 if that works for you . ,agree
14262,<end>,<end>
14263,"hi , is the house still available ? ",intro
14264,yes and ready for move in immediately ,intro
14265,"does the bathroom have a bathtub , or is it just a shower ? ",inquire
14266,"yes , there is a bathtub and shower . the back house only has a shower . ",inform
14267,"can you accept less for the rent . i only pay 2500 now , but could go as high as 3000$ . would that be acceptable ? ",init-price
14268,i was hoping for $3500 but i may go down unless you're bringing a pet . ,counter-price
14269,is it just you or will there be animals ? ,inquire
14270,"i have no pets , and i am very quiet . it is just me and my wife . ",inform
14271,that sounds perfect . i'll take $3000 ,agree
14272,very good 3000$ it is . ,agree
14273,<end>,<end>
14274,hi . i am interested in the credenza . ,intro
14275,has it ever had any repairs ? ,inquire
